User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Calories
13795382,female,35,161,63,2.0,81,7.0
15538369,male,46,187,89,13.0,101,81.0
12283845,male,43,171,76,14.0,95,68.0
18376618,female,37,172,68,17.0,108,109.0
15585440,male,42,190,95,26.0,104,171.0
17795018,male,60,173,73,22.0,108,167.0
13777224,male,60,197,109,22.0,104,171.0
13077831,female,55,150,53,5.0,82,21.0
19841917,male,29,172,76,25.0,103,135.0
12416063,male,55,187,88,4.0,82,15.0
11263414,male,34,180,83,26.0,93,111.0
10906559,male,21,193,92,20.0,108,122.0
17148037,male,48,190,99,20.0,99,124.0
10871405,female,23,161,60,22.0,111,145.0
10252570,male,20,168,68,16.0,88,41.0
13452052,female,74,173,68,10.0,91,52.0
18472321,male,43,182,90,21.0,102,131.0
13438528,male,59,180,81,30.0,109,236.0
12695869,female,54,169,68,14.0,94,73.0
17350386,male,54,169,78,14.0,92,70.0
17571120,female,59,164,65,13.0,93,68.0
17164355,female,23,177,65,5.0,89,21.0
16312147,male,52,179,79,18.0,106,127.0
19566400,male,23,186,85,19.0,98,87.0
11028954,female,28,160,56,28.0,107,176.0
18713617,male,31,165,69,19.0,99,90.0
16435400,male,28,189,94,17.0,103,98.0
13266243,female,26,167,68,28.0,104,161.0
11739072,male,22,179,81,15.0,94,57.0
12738257,male,26,185,82,16.0,85,43.0
16571569,male,73,183,85,23.0,106,188.0
15135077,male,50,181,83,19.0,98,110.0
17980382,female,22,152,54,15.0,100,82.0
11424977,male,26,188,86,22.0,109,140.0
17588302,male,58,165,66,2.0,83,7.0
13938429,female,46,172,79,20.0,103,117.0
13070578,male,34,188,93,9.0,87,32.0
17799813,male,33,164,68,12.0,93,47.0
14121357,male,22,176,71,7.0,88,19.0
10011812,female,62,148,50,10.0,93,55.0
11640778,male,76,172,74,10.0,94,63.0
10929478,female,44,174,72,19.0,102,111.0
14252062,male,41,190,88,24.0,103,150.0
15084463,female,69,161,60,12.0,95,68.0
19577342,male,79,188,91,10.0,96,71.0
15426195,female,66,167,61,23.0,106,156.0
19031096,male,58,176,76,3.0,81,10.0
12097174,male,58,187,87,23.0,111,190.0
18445846,female,32,173,68,10.0,87,41.0
16138033,male,36,191,89,5.0,83,15.0
19642773,male,60,171,79,28.0,121,271.0
11500226,female,50,173,70,19.0,106,121.0
14075865,male,36,181,85,1.0,85,3.0
13586756,male,43,169,73,9.0,84,28.0
15404220,female,25,152,56,9.0,90,40.0
14860278,male,34,196,101,8.0,88,31.0
10600476,female,43,176,75,7.0,87,29.0
15092128,male,32,194,100,29.0,99,158.0
12866382,male,49,190,96,28.0,103,190.0
13197304,male,67,202,103,24.0,103,188.0
14248532,male,22,186,87,22.0,104,120.0
15732648,male,39,182,79,30.0,111,215.0
17751489,male,67,183,91,1.0,84,5.0
13844905,male,57,189,91,27.0,108,211.0
14870963,female,31,151,49,28.0,98,153.0
11577645,male,49,202,104,18.0,101,120.0
11519327,female,63,168,69,12.0,89,58.0
15333223,female,26,158,63,3.0,80,10.0
19766760,male,28,186,91,18.0,100,94.0
13173787,female,25,157,54,3.0,76,9.0
18787703,male,51,217,118,4.0,85,19.0
10849136,female,55,169,69,2.0,80,7.0
16440078,female,53,156,57,16.0,94,85.0
11756833,female,77,173,67,3.0,83,13.0
14719628,female,20,153,54,10.0,90,44.0
14935568,male,25,194,99,1.0,78,2.0
17575596,male,23,172,68,28.0,104,143.0
10206507,male,62,169,68,13.0,88,59.0
17905387,female,25,145,49,18.0,99,99.0
16644252,male,51,193,100,4.0,85,17.0
14810869,female,38,164,59,23.0,104,140.0
15367074,male,37,194,94,2.0,83,6.0
11014521,male,72,193,93,2.0,88,11.0
13104052,female,53,170,71,10.0,101,59.0
19514840,female,37,190,81,26.0,103,148.0
12658410,male,52,203,100,4.0,85,17.0
16022104,female,25,168,65,14.0,88,57.0
10131251,female,51,163,59,24.0,107,160.0
12882823,male,55,198,104,15.0,103,109.0
14269819,male,28,178,82,4.0,87,12.0
16684330,male,23,162,65,29.0,107,159.0
17609750,male,33,172,70,6.0,85,17.0
15093262,female,25,166,69,9.0,95,43.0
14684931,female,41,158,62,4.0,80,14.0
16543055,male,66,189,92,26.0,102,192.0
14108894,female,27,165,65,15.0,98,78.0
16508084,male,41,181,81,12.0,86,42.0
19487257,female,29,168,69,5.0,91,22.0
19396931,male,71,177,83,17.0,100,121.0
18867459,male,77,184,90,10.0,91,62.0
12148591,female,65,162,65,12.0,98,70.0
17603335,female,35,167,63,28.0,117,207.0
10324929,male,68,196,105,24.0,96,164.0
17690546,female,37,157,56,6.0,92,29.0
19047835,male,30,211,105,12.0,101,69.0
15700578,male,42,183,83,2.0,92,9.0
18436494,male,45,197,96,29.0,106,205.0
12564106,male,24,207,104,12.0,103,69.0
13937147,female,38,174,69,17.0,90,76.0
12312127,female,77,171,68,21.0,101,133.0
14811894,male,49,176,73,4.0,89,17.0
16568055,male,51,176,78,20.0,104,133.0
17927970,female,23,176,72,23.0,107,138.0
13025471,male,62,184,82,20.0,104,145.0
15798343,female,20,175,72,10.0,93,44.0
12525887,male,78,184,92,24.0,97,173.0
11447697,male,37,195,93,19.0,91,83.0
11247583,male,48,176,77,2.0,85,7.0
15577578,female,42,157,59,22.0,95,115.0
18866947,female,57,172,70,13.0,84,54.0
16341116,male,34,181,79,19.0,100,100.0
13666806,female,42,159,59,2.0,79,7.0
14043610,female,57,168,65,4.0,79,15.0
13560201,male,21,189,83,26.0,99,119.0
13997991,female,26,156,56,20.0,99,108.0
11462202,male,29,169,68,15.0,92,54.0
12951251,male,43,193,98,2.0,83,7.0
11481094,male,51,180,87,14.0,107,102.0
18907327,female,21,153,57,11.0,92,50.0
19371539,male,26,196,95,16.0,94,69.0
10387414,female,60,159,58,22.0,107,150.0
11327002,male,22,198,95,23.0,109,147.0
18891825,female,39,156,61,14.0,96,73.0
18558780,female,44,163,62,11.0,95,57.0
12180222,male,67,183,89,24.0,107,195.0
16117769,male,68,164,69,26.0,106,197.0
16833000,female,42,164,58,14.0,98,78.0
12663144,male,78,201,112,17.0,104,148.0
15653070,male,69,167,71,24.0,99,159.0
15053436,male,25,174,71,20.0,103,102.0
13325818,male,38,181,82,16.0,98,83.0
12259767,female,63,184,77,1.0,79,4.0
18202711,female,50,174,76,25.0,104,152.0
11848237,male,71,181,87,3.0,82,13.0
10484454,female,21,164,59,24.0,111,157.0
10083928,male,63,178,76,6.0,87,28.0
16073175,male,32,195,102,15.0,100,85.0
15388958,male,30,178,86,4.0,85,12.0
10478823,male,52,193,99,12.0,91,62.0
12076838,female,65,156,63,21.0,102,133.0
11063728,female,45,176,76,8.0,87,33.0
11136737,female,49,175,73,24.0,99,134.0
19575559,female,62,151,52,8.0,87,38.0
10621456,female,58,175,71,11.0,100,65.0
12917082,female,32,158,58,9.0,91,42.0
12245709,female,41,169,64,18.0,101,104.0
12879216,male,21,187,88,30.0,105,167.0
17565489,female,29,158,57,21.0,105,128.0
11083075,female,38,154,62,29.0,105,179.0
14035758,female,59,157,66,6.0,83,25.0
16590884,male,39,190,90,7.0,89,29.0
17779772,female,48,160,62,29.0,110,199.0
16743442,male,36,204,106,20.0,96,107.0
15589541,male,78,170,78,14.0,103,109.0
16608705,male,24,179,76,17.0,100,80.0
11548493,female,20,165,59,10.0,88,41.0
11171425,male,20,183,80,26.0,112,167.0
15735157,female,59,145,49,14.0,97,82.0
16323950,female,77,150,55,5.0,80,21.0
19102304,male,31,174,77,24.0,105,140.0
18969791,male,49,188,88,19.0,98,112.0
17095080,female,40,179,79,15.0,94,72.0
11800713,male,29,183,87,1.0,83,3.0
16704757,female,38,156,56,19.0,93,94.0
14044213,male,40,174,79,23.0,101,131.0
13067988,female,27,172,71,10.0,88,40.0
16791435,female,43,169,66,5.0,91,24.0
18647717,male,58,183,92,29.0,108,229.0
11448048,male,32,185,84,28.0,107,177.0
14519835,female,37,165,64,15.0,90,68.0
14684274,female,20,169,64,2.0,75,5.0
12298601,female,20,156,52,10.0,97,51.0
16079391,male,25,204,98,22.0,108,142.0
10592395,female,58,168,67,5.0,82,20.0
17455959,male,69,184,83,5.0,91,28.0
16096368,male,34,189,80,28.0,117,220.0
12835963,female,61,162,62,7.0,83,30.0
14880329,male,60,162,72,6.0,89,28.0
12013177,male,25,176,83,17.0,87,50.0
12522065,female,23,154,51,9.0,91,41.0
11433522,female,63,171,70,12.0,87,55.0
14472017,female,53,169,67,7.0,85,30.0
19431944,male,27,181,83,14.0,88,45.0
13303543,female,28,176,66,6.0,86,23.0
10633705,male,46,188,91,19.0,104,127.0
16014607,female,63,145,52,22.0,94,123.0
15149698,male,20,199,98,30.0,104,168.0
13882622,male,25,200,103,24.0,103,139.0
16438064,female,62,163,62,3.0,84,13.0
12804422,male,43,169,73,21.0,104,129.0
10654757,male,75,190,98,26.0,103,210.0
12788936,male,43,183,83,25.0,99,141.0
16695436,female,41,169,65,22.0,100,124.0
15431625,male,79,184,87,5.0,87,28.0
14395577,male,20,169,75,5.0,87,13.0
16026910,male,29,169,74,26.0,105,147.0
13419591,female,71,158,62,16.0,100,99.0
10439176,female,32,182,77,4.0,81,13.0
10539993,female,74,161,59,7.0,89,36.0
15777808,female,50,172,68,25.0,101,147.0
17886937,female,20,153,52,14.0,102,79.0
10327320,male,61,194,92,24.0,99,160.0
11956200,female,65,148,54,13.0,85,60.0
18853314,female,35,170,69,14.0,97,72.0
12151296,male,37,168,68,25.0,97,118.0
13687243,female,34,185,75,14.0,93,65.0
10493663,male,57,176,76,23.0,101,148.0
18273470,male,73,204,103,17.0,101,133.0
11448670,male,54,179,75,30.0,108,220.0
18011705,male,46,184,85,16.0,96,86.0
11050843,male,69,198,101,23.0,109,202.0
11396322,female,44,172,61,5.0,82,19.0
16289546,female,71,162,61,21.0,102,135.0
12770387,male,37,206,111,20.0,98,116.0
14222177,male,26,199,104,24.0,98,123.0
19287279,female,71,178,77,16.0,100,96.0
10914233,female,54,171,68,6.0,82,23.0
14534591,male,64,185,92,9.0,82,38.0
19373928,female,44,166,65,6.0,83,23.0
15917218,female,58,159,57,21.0,106,141.0
12155209,female,26,156,56,20.0,98,106.0
15914449,female,30,155,55,10.0,83,38.0
12132331,male,43,211,113,7.0,81,25.0
10757752,male,21,187,88,12.0,97,52.0
11587016,male,26,189,91,6.0,87,19.0
11039991,male,31,201,97,19.0,101,107.0
19054236,female,54,159,57,26.0,102,161.0
16208802,male,64,188,84,20.0,102,142.0
19742571,female,46,179,73,5.0,85,20.0
18320121,female,77,173,77,7.0,82,29.0
10953410,female,54,167,65,1.0,80,4.0
13771544,male,34,183,81,5.0,77,9.0
14784475,female,51,172,73,3.0,77,10.0
15346451,female,66,158,52,25.0,96,146.0
16741713,male,32,187,87,2.0,83,6.0
16652577,male,29,175,76,22.0,109,139.0
12121222,male,24,179,83,22.0,105,124.0
10429031,female,63,172,69,24.0,101,146.0
16556201,female,45,167,70,6.0,86,25.0
14304052,female,24,175,66,17.0,93,78.0
16654017,female,73,162,61,27.0,99,166.0
13368690,male,22,180,77,6.0,81,11.0
14026545,female,61,160,60,3.0,88,14.0
18153224,male,48,184,82,15.0,96,81.0
16174483,male,74,185,93,9.0,89,52.0
17492258,female,26,162,56,21.0,101,118.0
19614585,male,40,176,78,19.0,103,114.0
18777930,female,28,163,63,23.0,106,140.0
19614404,female,61,158,62,2.0,79,8.0
12163871,male,48,187,87,1.0,70,2.0
19119756,female,36,157,54,26.0,105,162.0
10866924,female,65,165,65,14.0,94,76.0
19535672,male,55,190,93,14.0,97,86.0
14057358,male,69,203,107,24.0,111,221.0
13117579,male,30,165,69,13.0,92,47.0
12051724,female,24,182,71,30.0,106,177.0
11597153,female,61,163,65,19.0,92,98.0
12958377,male,57,208,113,29.0,116,276.0
18059709,female,50,179,73,17.0,100,97.0
14056325,male,78,174,77,28.0,105,226.0
19724958,female,50,162,62,15.0,98,84.0
16886392,male,72,194,98,29.0,111,266.0
15568308,male,51,202,105,7.0,86,32.0
10770371,female,21,174,73,3.0,93,13.0
15168576,female,21,138,44,13.0,97,68.0
15105311,female,25,185,79,27.0,90,111.0
16303342,female,27,170,66,9.0,94,43.0
18663752,male,50,195,94,29.0,104,202.0
11666208,female,21,158,57,17.0,96,85.0
11368510,male,35,197,100,16.0,106,107.0
12424830,male,52,167,74,11.0,98,63.0
19049706,male,29,190,93,13.0,90,50.0
14798386,female,24,167,62,18.0,108,112.0
12675600,male,24,205,110,5.0,78,11.0
18680931,female,39,156,59,26.0,104,159.0
15737831,male,30,184,86,29.0,107,182.0
16788844,male,44,177,77,16.0,91,69.0
15635372,male,71,193,98,24.0,99,175.0
17008515,male,33,180,82,3.0,83,8.0
12663057,female,23,161,60,26.0,112,174.0
10384770,female,37,194,81,7.0,81,23.0
12328096,female,26,163,57,20.0,92,93.0
13018937,female,25,164,62,4.0,86,16.0
18849126,female,52,170,64,8.0,88,37.0
16408479,male,61,185,85,2.0,73,5.0
13589867,female,35,167,63,20.0,103,118.0
13130803,male,26,197,101,3.0,86,10.0
16894712,female,33,167,65,16.0,92,74.0
18089110,male,48,199,103,15.0,96,88.0
10155559,male,20,176,80,18.0,101,86.0
18607938,female,73,190,91,18.0,103,111.0
10846576,male,27,158,65,9.0,87,24.0
14421345,female,42,155,57,22.0,110,151.0
16716471,male,38,181,82,24.0,101,136.0
18970960,male,36,195,100,4.0,77,9.0
10224390,male,69,177,76,15.0,102,108.0
15934903,male,21,197,89,9.0,83,21.0
13854199,female,53,167,69,30.0,110,206.0
16044841,male,26,187,84,17.0,104,95.0
18716245,female,28,139,42,9.0,93,45.0
10365426,female,23,172,65,26.0,108,161.0
10157076,female,64,176,74,6.0,97,34.0
18316902,female,47,166,64,21.0,107,137.0
14533728,male,50,193,99,3.0,81,11.0
10030155,female,49,185,79,27.0,102,157.0
13999064,female,28,161,58,21.0,100,116.0
19583303,female,24,171,64,13.0,89,54.0
17689475,female,33,140,45,12.0,90,57.0
16642813,female,72,165,69,4.0,86,19.0
12736185,male,60,192,98,10.0,91,56.0
14706546,female,51,168,66,11.0,84,45.0
14022979,male,75,188,96,21.0,103,169.0
12792706,male,47,187,95,12.0,90,57.0
15420566,female,46,170,69,26.0,103,156.0
17557831,female,37,159,62,9.0,89,40.0
14312118,male,30,194,91,26.0,112,185.0
18857418,female,56,149,49,14.0,92,74.0
12764118,male,40,172,69,16.0,102,90.0
12226404,female,26,170,63,22.0,106,133.0
16250058,female,45,170,62,8.0,86,34.0
17554153,male,41,200,103,18.0,103,118.0
15880408,female,23,143,45,4.0,91,19.0
11492514,male,49,171,71,27.0,107,185.0
17615160,female,23,161,55,3.0,83,11.0
17418995,female,25,168,66,9.0,91,39.0
17850748,male,53,179,78,20.0,93,102.0
17227640,male,43,193,92,13.0,104,85.0
17261510,female,37,161,57,3.0,78,10.0
14524071,female,34,160,63,29.0,119,220.0
18687349,female,55,160,62,19.0,95,103.0
14376196,male,32,186,86,3.0,80,7.0
17974635,male,53,179,79,9.0,86,37.0
13412913,female,33,178,72,9.0,89,38.0
16333560,male,20,189,92,28.0,108,170.0
11793437,female,22,173,73,7.0,85,25.0
18752018,male,47,167,74,18.0,103,112.0
11813226,female,35,160,58,2.0,77,6.0
17124674,male,20,190,86,22.0,103,114.0
11694485,female,31,149,48,7.0,87,30.0
19896929,female,42,178,72,23.0,104,138.0
19318419,male,57,192,97,17.0,96,105.0
16901819,male,37,185,85,10.0,90,40.0
11963924,female,70,179,80,22.0,105,143.0
19713379,male,31,183,81,8.0,78,15.0
14500931,male,30,197,95,12.0,91,49.0
15467028,male,61,169,75,24.0,106,177.0
12450308,female,35,159,63,19.0,92,90.0
18375383,female,67,167,63,12.0,89,59.0
18097581,male,72,187,83,24.0,105,190.0
15891252,female,25,175,73,10.0,86,38.0
17694353,female,60,169,64,16.0,98,93.0
18690190,male,23,186,93,19.0,108,118.0
18729355,female,67,154,58,9.0,92,48.0
17062945,female,49,164,62,2.0,84,8.0
18331538,female,30,163,64,14.0,89,60.0
15482868,female,66,145,52,24.0,110,176.0
14078000,female,32,182,81,4.0,92,18.0
18094630,male,38,171,76,25.0,101,138.0
15863427,male,24,187,85,9.0,75,10.0
13055947,female,29,173,66,19.0,92,87.0
18242911,female,32,162,63,14.0,88,59.0
12161877,male,56,182,86,20.0,105,144.0
10315717,female,67,155,56,4.0,74,14.0
14551120,female,44,168,67,19.0,81,69.0
12071382,female,60,158,59,4.0,77,14.0
13327512,male,36,196,103,10.0,99,57.0
11917056,female,69,138,44,22.0,102,146.0
11702556,female,24,164,61,16.0,81,54.0
12832993,female,45,168,60,12.0,83,48.0
11611546,male,20,200,94,25.0,103,134.0
18923889,male,28,180,81,28.0,108,174.0
11280125,male,57,197,93,2.0,82,8.0
10170142,male,55,182,87,12.0,95,68.0
13092174,female,53,150,54,15.0,86,68.0
19810935,male,40,186,92,23.0,105,151.0
18365578,female,55,184,73,16.0,97,87.0
15996193,male,49,187,86,11.0,90,51.0
14680690,female,45,174,77,15.0,97,78.0
16196279,male,56,190,95,5.0,82,20.0
14478823,male,32,151,58,19.0,99,87.0
13074169,male,33,189,88,10.0,90,39.0
10067456,female,39,169,62,29.0,113,204.0
18327253,male,24,190,92,13.0,91,48.0
18411334,male,26,197,99,30.0,118,240.0
15883945,male,24,173,70,1.0,79,1.0
16359045,male,34,170,68,23.0,103,126.0
19090637,male,44,186,86,13.0,101,79.0
13725013,male,28,186,78,19.0,91,68.0
14103375,female,32,149,49,15.0,93,74.0
19855548,male,21,189,90,23.0,103,122.0
13566344,male,55,195,100,21.0,100,141.0
18809970,female,78,179,80,21.0,100,128.0
13912212,male,31,193,97,9.0,94,41.0
17984882,male,22,188,85,3.0,87,9.0
13538652,female,56,177,76,11.0,86,47.0
12370784,male,36,171,75,13.0,90,49.0
15718541,female,27,146,49,22.0,98,119.0
11731299,female,54,179,72,28.0,110,192.0
12627486,male,23,190,95,27.0,104,153.0
17091336,male,21,175,71,3.0,88,8.0
16028391,male,25,176,75,21.0,102,106.0
17714687,female,76,174,69,12.0,86,57.0
16077223,female,31,157,58,24.0,104,144.0
13568528,male,67,177,77,3.0,77,10.0
19021959,male,64,184,87,12.0,89,63.0
15760196,male,39,203,103,2.0,74,4.0
19884130,female,21,153,56,29.0,115,204.0
10684961,male,26,184,86,8.0,96,35.0
16689737,female,27,172,69,24.0,104,138.0
19926530,male,20,183,87,25.0,106,141.0
13774084,male,77,170,74,24.0,107,199.0
19121335,female,31,168,69,6.0,86,24.0
15484767,male,42,180,83,28.0,114,219.0
14933337,female,21,169,64,24.0,104,138.0
14710903,female,27,163,60,4.0,82,14.0
18733738,female,26,144,44,15.0,88,66.0
14472759,female,30,142,52,30.0,104,182.0
12441066,female,59,155,55,20.0,96,113.0
10027237,male,30,181,79,10.0,95,43.0
16442004,female,27,167,63,15.0,104,88.0
17216441,male,30,185,87,10.0,87,33.0
15744005,female,26,163,62,15.0,97,77.0
10194818,female,60,161,64,21.0,100,126.0
17472819,female,76,151,55,27.0,112,207.0
17153960,female,48,158,54,4.0,91,20.0
15711049,male,28,168,75,25.0,101,126.0
10888484,female,20,170,59,6.0,83,21.0
14890041,female,30,167,66,27.0,99,144.0
12405045,male,46,174,80,2.0,89,8.0
19188007,male,42,179,80,8.0,93,37.0
15320337,female,58,149,54,24.0,107,164.0
18667371,male,59,187,93,6.0,85,27.0
17535808,female,26,170,66,20.0,107,122.0
15513005,female,47,155,57,21.0,99,121.0
10426947,female,32,157,52,20.0,100,113.0
17030954,male,44,184,89,14.0,96,75.0
12360682,female,54,175,71,11.0,88,50.0
14448911,male,28,181,82,3.0,83,7.0
19653174,male,60,194,101,13.0,92,75.0
13091819,female,42,152,58,9.0,97,49.0
18252836,female,63,162,61,27.0,102,170.0
19017324,female,32,161,59,25.0,110,166.0
12527262,female,30,157,55,17.0,95,86.0
14426620,female,30,157,52,23.0,96,120.0
18542341,female,40,169,70,18.0,97,94.0
18276352,male,21,184,87,10.0,96,42.0
17026726,male,75,188,98,7.0,95,48.0
19111574,male,49,181,84,28.0,104,187.0
11710211,male,44,175,79,19.0,95,95.0
16960633,male,23,175,75,15.0,97,63.0
12556007,female,44,183,82,20.0,103,116.0
17185493,male,29,180,82,19.0,103,105.0
10553432,male,54,190,94,8.0,86,35.0
12682880,male,66,189,88,8.0,85,38.0
11085102,male,34,191,96,15.0,101,87.0
15874706,female,28,175,71,6.0,83,21.0
16573075,female,46,155,60,10.0,98,56.0
17917302,female,25,167,65,14.0,94,66.0
18247922,male,55,195,102,8.0,85,36.0
15816735,female,65,153,55,18.0,103,117.0
18150920,male,23,179,80,29.0,101,142.0
15734753,female,20,178,70,5.0,81,16.0
10304544,female,63,175,72,9.0,86,40.0
12801312,female,59,169,69,1.0,82,4.0
10129534,male,23,177,85,22.0,113,150.0
19109837,female,48,154,57,2.0,91,10.0
16735618,female,54,154,58,7.0,82,28.0
10171710,male,45,187,91,25.0,109,185.0
19323323,male,24,174,80,12.0,99,56.0
15128413,female,26,176,63,17.0,92,77.0
11411479,female,79,158,62,13.0,85,62.0
11273113,female,59,154,55,9.0,101,56.0
10543650,female,55,164,63,6.0,84,25.0
19558872,male,28,169,75,15.0,100,73.0
17768260,female,23,148,47,8.0,87,33.0
15594857,male,41,178,84,1.0,79,3.0
18213523,female,50,160,53,27.0,107,181.0
13536322,female,35,143,44,16.0,95,85.0
18933605,female,20,157,56,26.0,103,149.0
10216276,male,57,180,87,19.0,90,96.0
19193286,female,24,170,67,8.0,95,38.0
15552704,female,63,155,58,14.0,88,68.0
16852884,female,64,148,50,28.0,112,211.0
17026665,male,27,178,81,11.0,96,48.0
16872413,female,29,160,60,2.0,80,7.0
18442309,male,26,169,73,10.0,85,25.0
17580254,female,68,162,59,13.0,93,71.0
13859275,female,46,151,51,28.0,108,190.0
18263717,male,25,181,84,19.0,102,99.0
11409364,male,73,179,87,10.0,91,60.0
14226839,female,41,157,59,3.0,85,12.0
18359199,male,71,186,82,19.0,100,135.0
16332594,female,59,135,38,17.0,98,104.0
10488774,female,67,173,73,1.0,88,5.0
10561782,male,57,175,82,22.0,112,181.0
11980382,male,43,175,79,5.0,83,16.0
15952846,male,73,188,95,21.0,103,167.0
14662497,female,33,170,64,28.0,105,169.0
11237152,male,42,182,87,21.0,107,144.0
19113921,male,52,201,105,23.0,104,168.0
18468299,male,73,184,82,27.0,104,211.0
15225091,male,22,181,78,15.0,87,40.0
18799338,female,45,158,57,24.0,110,165.0
10210809,male,39,174,76,17.0,83,49.0
14546209,female,47,174,73,28.0,101,161.0
14839747,male,67,212,124,16.0,87,94.0
10134201,male,48,186,85,17.0,88,72.0
17781417,female,75,157,61,5.0,77,19.0
15146091,male,34,184,84,30.0,103,174.0
16546834,male,20,192,91,12.0,97,53.0
17763472,female,27,162,58,13.0,88,55.0
16092509,male,36,185,79,6.0,89,22.0
15637504,female,21,165,61,15.0,85,56.0
12826306,male,22,189,93,3.0,76,4.0
17749763,female,31,179,73,18.0,91,79.0
11586141,male,31,191,94,19.0,98,98.0
19852884,male,21,179,74,3.0,81,5.0
12274315,female,25,166,68,12.0,100,64.0
14545182,female,50,177,73,6.0,88,26.0
19184527,male,31,192,96,12.0,95,57.0
12571478,male,45,190,87,14.0,98,79.0
10485314,female,30,160,59,19.0,98,101.0
12628830,male,74,200,109,17.0,99,131.0
13289694,male,57,182,84,28.0,108,215.0
18612460,female,41,188,79,25.0,102,142.0
11618424,male,72,195,99,15.0,99,111.0
14909143,male,67,186,89,29.0,110,249.0
18430323,male,47,182,89,30.0,113,242.0
19580552,female,55,170,72,21.0,99,119.0
12631109,male,77,203,102,15.0,94,104.0
18680726,male,58,172,77,6.0,80,20.0
13811073,female,29,176,67,13.0,88,54.0
12596444,female,52,165,65,7.0,93,36.0
19292897,male,68,183,90,24.0,104,186.0
18415120,male,37,182,82,11.0,89,42.0
15136610,female,36,167,69,12.0,95,60.0
15246189,female,39,163,60,12.0,91,57.0
11009980,female,20,155,51,11.0,86,44.0
16884579,female,21,167,64,13.0,90,55.0
16268386,male,31,193,98,2.0,87,7.0
18655705,female,38,162,60,19.0,96,99.0
17004999,female,21,180,75,20.0,100,103.0
15719713,female,49,171,64,6.0,89,28.0
19140214,male,31,179,82,6.0,87,19.0
17465417,female,28,159,56,11.0,93,53.0
16347135,female,54,162,59,24.0,114,179.0
12834296,male,33,186,83,24.0,116,185.0
18198579,male,67,181,84,9.0,93,53.0
10842264,female,22,163,59,16.0,104,93.0
19929063,female,49,172,69,23.0,104,142.0
16403093,male,46,171,73,26.0,101,152.0
17909757,female,43,166,66,12.0,89,54.0
12387955,female,40,160,59,7.0,81,26.0
10387714,female,32,163,66,19.0,101,106.0
17786931,male,54,186,90,7.0,84,28.0
12015336,male,25,193,86,23.0,101,118.0
19585696,female,58,167,62,28.0,105,183.0
19981365,male,74,189,87,9.0,93,57.0
18544417,male,43,184,88,4.0,89,17.0
15006801,male,54,180,79,19.0,105,132.0
14608298,female,47,173,69,1.0,80,4.0
12851776,female,41,149,54,26.0,102,156.0
15099951,male,22,194,93,8.0,90,28.0
14805647,female,64,163,60,24.0,103,155.0
15593520,female,53,177,77,17.0,95,88.0
18256224,male,22,163,62,4.0,86,9.0
10429524,female,32,153,55,8.0,89,36.0
13841133,female,56,162,66,7.0,88,32.0
12729324,female,51,180,76,8.0,86,33.0
11315992,female,53,171,68,24.0,102,145.0
18072181,male,22,186,81,21.0,101,102.0
12383913,female,24,157,56,15.0,98,79.0
10469759,female,20,162,57,12.0,95,58.0
16803455,female,22,150,52,22.0,102,125.0
12305352,male,39,165,69,30.0,108,195.0
13114604,female,49,161,57,10.0,89,47.0
18246392,male,68,190,99,19.0,98,133.0
14710699,male,37,172,77,22.0,105,134.0
14174462,female,41,180,73,29.0,119,219.0
13315933,male,44,192,94,28.0,109,208.0
18417736,male,36,197,96,23.0,97,121.0
19757705,male,44,173,69,27.0,107,178.0
17883346,female,48,175,69,21.0,101,122.0
14087143,male,22,200,104,17.0,92,68.0
17810504,female,64,170,69,11.0,85,48.0
11122624,female,39,174,74,26.0,106,159.0
18725655,female,52,169,70,14.0,99,79.0
15351170,male,20,193,98,22.0,100,110.0
19260401,female,38,157,57,5.0,83,19.0
10966499,female,64,167,64,17.0,101,105.0
15377942,male,65,204,112,25.0,106,209.0
17894176,male,21,173,71,28.0,111,171.0
11217124,female,44,180,74,13.0,98,70.0
13451711,female,67,191,91,26.0,99,147.0
19973268,female,59,156,56,10.0,98,59.0
18059938,male,51,187,91,24.0,98,145.0
10029380,female,64,176,77,27.0,112,194.0
15659810,male,27,180,83,13.0,93,51.0
11480876,male,58,199,102,15.0,91,83.0
16496960,female,63,173,67,24.0,110,170.0
14674170,female,59,154,56,23.0,102,145.0
16335507,female,43,152,56,25.0,105,158.0
19884433,female,50,165,71,21.0,101,122.0
17376998,female,65,137,41,3.0,83,14.0
18040047,male,49,177,78,23.0,106,158.0
19712626,female,44,168,70,18.0,94,90.0
11787901,male,42,179,81,16.0,87,60.0
18210368,female,52,161,64,24.0,96,130.0
16733217,female,79,166,71,5.0,98,30.0
14350302,male,45,183,85,17.0,100,101.0
17211607,male,36,184,93,11.0,93,51.0
19169187,female,39,181,78,6.0,88,25.0
13009293,male,59,169,76,8.0,78,25.0
17272346,male,36,183,88,6.0,88,22.0
11194310,female,78,152,57,12.0,83,55.0
15335118,male,38,190,94,28.0,118,238.0
17673217,male,22,207,110,1.0,81,2.0
11472319,male,71,187,92,27.0,109,234.0
16098146,male,55,194,100,11.0,92,61.0
19805700,male,40,190,90,4.0,86,15.0
15381428,female,44,148,53,8.0,87,36.0
10488201,female,37,176,73,3.0,82,11.0
15549903,male,55,180,86,26.0,104,183.0
19748695,female,45,159,65,27.0,113,192.0
